date,time,temp,humidity,clouds,visibility,wind_speed,conditions
2025-04-30,10:00,298.03,79,75,10000,5.81,broken clouds
2025-04-30,12:00,300.37,70,20,10000,9.77,few clouds
2025-04-30,14:00,293.19,83,100,10000,12.35,overcast clouds
2025-04-30,16:00,291.19,94,100,10000,3.09,heavy intensity rain
2025-04-30,18:00,290.59,96,100,10000,3.6,thunderstorm with rain
2025-04-30,20:00,290.19,94,100,9656,8.75,thunderstorm with rain
2025-04-30,22:00,290.37,95,100,10000,6.71,thunderstorm with light rain
2025-05-01,06:00,289.79,95,100,10000,2.06,overcast clouds
2025-05-01,08:00,290.87,95,100,10000,4.12,overcast clouds
2025-05-01,10:00,292.22,91,100,10000,4.47,overcast clouds
2025-05-01,12:00,295.59,81,100,10000,4.63,overcast clouds
2025-05-01,14:00,298.43,74,100,10000,3.58,overcast clouds
2025-05-01,16:00,299.11,76,100,10000,1.79,overcast clouds
2025-05-01,18:00,299.24,78,75,10000,2.06,broken clouds
2025-05-01,20:00,295.93,88,75,10000,1.54,broken clouds
2025-05-01,22:00,294.82,90,0,10000,2.06,clear sky
2025-05-02,06:00,293.03,94,100,10000,4.12,overcast clouds
2025-05-02,08:00,294.39,90,40,10000,3.6,scattered clouds
2025-05-02,10:00,294.51,82,75,10000,2.68,broken clouds
2025-05-02,12:00,294.51,81,100,4828,2.24,thunderstorm with rain
2025-05-02,14:00,294.19,73,100,10000,3.09,light rain
2025-05-02,16:00,293.03,84,0,10000,3.58,clear sky
2025-05-02,18:00,292.75,89,75,10000,1.79,broken clouds
2025-05-02,20:00,291,88,40,10000,2.68,scattered clouds
2025-05-02,22:00,290.19,89,0,10000,3.09,clear sky
